#name=Regions with enrichment >= 5
#description= Algorithm: Enriched Region Detection |  Parameters: |    Read List = Read List filtered on read quality metrics |    Treatment = 1668-WPT-3_sequence_only_sacCer2_sorted |    Control = 1668-WPT-1_sequence_only_sacCer2_sorted |    Enrichment Factor = 5 |    Window Size (bp) = 100 |    Minimum reads in window = 10 |    Window Slide Size (bp) = 50 |    Minimum region size (bp) = 150 |    Minimum reads in region = 15 |    Upstream padding distance for genes = 5000
Chromosome	Start	End	Read Density	Treatment Count	Control Count	Enrichment Factor	Gene Symbol	Longest Transcript	Overlap Type	Distance to TSS	
chrXIII	372201	372550	2.2714286	795	95	5.54681	ERB1	YMR049C	Upstream	-1859
chrXIII	379201	379500	3.52	1056	133	5.262742	tW(CCA)M		CDS-Exon	57
chrXIII	379201	379500	3.52	1056	133	5.262742	YMR051C	YMR051C	Upstream	-1026
chrXIII	379201	379500	3.52	1056	133	5.262742	FAR3	YMR052W	Upstream	-235
chrXIII	379201	379500	3.52	1056	133	5.262742	STV1	YMR054W	Upstream	-3952
chrXIII	379201	379500	3.52	1056	133	5.262742	YMR050C	YMR050C	Upstream	-1026
chrXIII	420251	420500	1.304	326	44	4.910941	PDS5	YMR076C	Upstream	-347
chrXIII	420251	420500	1.304	326	44	4.910941	SEC14		Upstream	-4613
chrXIII	420501	420800	2.69	807	82	6.523182	tV(AAC)M2		CDS-Exon	10
chrXIII	420501	420800	2.69	807	82	6.523182	PDS5	YMR076C	Upstream	-622
chrXIII	420501	420800	2.69	807	82	6.523182	SEC14		Upstream	-4338
chrXIII	432501	432699	0.5025126	100	13	5.0986648	NAM7	YMR080C	Upstream	-2974
chrXIII	432501	432699	0.5025126	100	13	5.0986648	ISF1	YMR081C	Upstream	-1506
chrXIII	432501	432699	0.5025126	100	13	5.0986648	ADH3	YMR083W	Upstream	-2187
chrXIII	432501	432699	0.5025126	100	13	5.0986648	YMR084W	YMR084W	Upstream	-4027
chrXIII	432501	432699	0.5025126	100	13	5.0986648	YMR085W	YMR085W	Upstream	-4890
chrXIII	469251	469450	0.61	122	16	5.0540514	YMR099C	YMR099C	Upstream	-4524
chrXIII	469251	469450	0.61	122	16	5.0540514	SRT1	YMR101C	CDS-Exon	125
chrXIII	480551	480850	2.5866666	776	72	7.143796	tK(CUU)M		CDS-Exon	-8
chrXIII	480551	480850	2.5866666	776	72	7.143796	PGM2	YMR105C	Upstream	-3095
chrXIII	480551	480850	2.5866666	776	72	7.143796	YKU80	YMR106C	Upstream	-511
chrXIII	480551	480850	2.5866666	776	72	7.143796	ILV2	YMR108W	Upstream	-3383
chrXIII	480551	480850	2.5866666	776	72	7.143796	SPG4		Upstream	-2313
chrXIII	482551	482750	0.36	72	9	5.3026114	tK(CUU)M		Upstream	-1958
chrXIII	482551	482750	0.36	72	9	5.3026114	YKU80	YMR106C	Upstream	-2461
chrXIII	482551	482750	0.36	72	9	5.3026114	ILV2	YMR108W	Upstream	-1433
chrXIII	482551	482750	0.36	72	9	5.3026114	MYO5	YMR109W	Upstream	-3936
chrXIII	482551	482750	0.36	72	9	5.3026114	SPG4		Upstream	-363
chrXIII	504701	505100	3.0175	1207	147	5.442391	snR24		Upstream	-4829
chrXIII	504701	505100	3.0175	1207	147	5.442391	YMR118C	YMR118C	Upstream	-2167
chrXIII	504701	505100	3.0175	1207	147	5.442391	tL(CAA)M		CDS-Exon	6
chrXIII	504701	505100	3.0175	1207	147	5.442391	SPC24	YMR117C	Upstream	-3010
chrXIII	504701	505100	3.0175	1207	147	5.442391	ASI1	YMR119W	Upstream	-432
chrXIII	504701	505100	3.0175	1207	147	5.442391	ASC1		Upstream	-4213
chrXIII	653251	653500	0.408	102	12	5.6340246	CMC4		Upstream	-489
chrXIII	653251	653500	0.408	102	12	5.6340246	ICY1	YMR195W	Upstream	-658
chrXIII	653251	653500	0.408	102	12	5.6340246	YMR196W	YMR196W	Upstream	-1700
chrXIII	757314	757500	0.21925133	41	3	9.058628	ZRC1	YMR243C	Upstream	-1242
chrXIII	757314	757500	0.21925133	41	3	9.058628	YMR244W	YMR244W	CDS-Exon	158
chrXIII	757314	757500	0.21925133	41	3	9.058628	FAA4	YMR246W	Upstream	-2399
chrXIII	757314	757500	0.21925133	41	3	9.058628	RPL20A		Upstream	-3188
chrXIII	757501	757749	0.59839356	149	16	6.172571	ZRC1	YMR243C	Upstream	-1460
chrXIII	757501	757749	0.59839356	149	16	6.172571	YMR244W	YMR244W	CDS-Exon	376
chrXIII	757501	757749	0.59839356	149	16	6.172571	FAA4	YMR246W	Upstream	-2181
chrXIII	757501	757749	0.59839356	149	16	6.172571	RPL20A		Upstream	-3406
chrXIII	757851	758100	0.62	155	15	6.849206	ZRC1	YMR243C	Upstream	-1810
chrXIII	757851	758100	0.62	155	15	6.849206	YMR244W	YMR244W	CDS-Exon	726
chrXIII	757851	758100	0.62	155	15	6.849206	FAA4	YMR246W	Upstream	-1831
chrXIII	757851	758100	0.62	155	15	6.849206	RPL20A		Upstream	-3756
chrXIII	768251	768600	2.4885714	871	95	6.0770717	tA(AGC)M2		CDS-Exon	15
chrXIII	768251	768600	2.4885714	871	95	6.0770717	YMR247W-A	YMR247W-A	Upstream	-857
chrXIII	768251	768600	2.4885714	871	95	6.0770717	RKR1		Upstream	-387
chrXIII	768251	768600	2.4885714	871	95	6.0770717	GAD1	YMR250W	Upstream	-2375
chrXIII	768251	768600	2.4885714	871	95	6.0770717	GTO3		Upstream	-4489
chrXIII	808151	808400	3.136	784	92	5.6484337	CDC65		CDS-Exon	41
chrXIII	808151	808400	3.136	784	92	5.6484337	YMR272W-B	YMR272W-B	Upstream	-2813
chrXIII	808151	808400	3.136	784	92	5.6484337	PRP24	YMR268C	Upstream	-4054
chrXIII	808151	808400	3.136	784	92	5.6484337	RRN9	YMR270C	Upstream	-1853
chrXIII	808151	808400	3.136	784	92	5.6484337	URA10	YMR271C	Upstream	-728
chrXIII	837801	838150	2.7771428	972	111	5.8042097	SUP8		CDS-Exon	48
chrXIII	837801	838150	2.7771428	972	111	5.8042097	MRPL33	YMR286W	Upstream	-3966
chrXIII	837801	838150	2.7771428	972	111	5.8042097	AEP2	YMR282C	Upstream	-2878
chrXIII	837801	838150	2.7771428	972	111	5.8042097	YKU70	YMR284W	Upstream	-211
chrXIII	837801	838150	2.7771428	972	111	5.8042097	RIT1	YMR283C	Upstream	-1109
chrXIII	918201	918450	0.736	184	23	5.3026114	YMR321C	YMR321C	Upstream	-431
chrXIII	918201	918450	0.736	184	23	5.3026114	PAU19		Upstream	-4314
chrXIII	918201	918450	0.736	184	23	5.3026114	FET4	YMR319C	Upstream	-3789
chrXIII	918201	918450	0.736	184	23	5.3026114	ERR3		Upstream	-1761
chrXIII	919552	919750	0.80904526	161	21	5.0816693	YMR321C	YMR321C	Upstream	-1757
chrXIII	919552	919750	0.80904526	161	21	5.0816693	PAU19		Upstream	-2988
chrXIII	919552	919750	0.80904526	161	21	5.0816693	SNO4	YMR322C	Upstream	-574
chrXIII	919552	919750	0.80904526	161	21	5.0816693	ERR3		Upstream	-435
chrXIII	920051	920548	0.6546185	326	34	6.355335	YMR321C	YMR321C	Upstream	-2405
chrXIII	920051	920548	0.6546185	326	34	6.355335	PAU19		Upstream	-2340
chrXIII	920051	920548	0.6546185	326	34	6.355335	SNO4	YMR322C	Upstream	-1222
chrXIII	920051	920548	0.6546185	326	34	6.355335	ERR3		CDS-Exon	213
chrXIII	920552	920750	0.36180905	72	8	5.965438	YMR321C	YMR321C	Upstream	-2757
chrXIII	920552	920750	0.36180905	72	8	5.965438	PAU19		Upstream	-1988
chrXIII	920552	920750	0.36180905	72	8	5.965438	SNO4	YMR322C	Upstream	-1574
chrXIII	920552	920750	0.36180905	72	8	5.965438	ERR3		CDS-Exon	565
chrXIII	920851	921100	0.492	123	13	6.2713575	YMR321C	YMR321C	Upstream	-3081
chrXIII	920851	921100	0.492	123	13	6.2713575	PAU19		Upstream	-1664
chrXIII	920851	921100	0.492	123	13	6.2713575	SNO4	YMR322C	Upstream	-1898
chrXIII	920851	921100	0.492	123	13	6.2713575	ERR3		CDS-Exon	889
chrXIII	922204	922400	0.42639595	84	9	6.18638	YMR321C	YMR321C	Upstream	-4408
chrXIII	922204	922400	0.42639595	84	9	6.18638	PAU19		Upstream	-337
chrXIII	922204	922400	0.42639595	84	9	6.18638	SNO4	YMR322C	Upstream	-3225
chrXIII	922552	923050	0.91382766	456	49	6.168344	YMR321C	YMR321C	Upstream	-4907
chrXIII	922552	923050	0.91382766	456	49	6.168344	PAU19		CDS-Exon	162
chrXIII	922552	923050	0.91382766	456	49	6.168344	SNO4	YMR322C	Upstream	-3724
chrXIII	923351	923598	1.0403225	258	36	4.750256	SNO4	YMR322C	Upstream	-4397
chrXIII	923601	923750	0.62666667	94	10	6.230568	SNO4	YMR322C	Upstream	-4598
chrXIII	923751	923900	0.40666667	61	7	5.7760587	SNO4	YMR322C	Upstream	-4748
chrXIII	924001	924415	0.8385542	348	38	6.0700946				
chrXIV	6635	6797	0.2638037	43	4	7.125384	DDI3		Upstream	-4736
chrXIV	6635	6797	0.2638037	43	4	7.125384	COS1	YNL336W	Upstream	-1614
chrXIV	6635	6797	0.2638037	43	4	7.125384	YRF1-6		Upstream	-618
chrXIV	6801	7400	1.1283333	677	63	7.1227536	DDI3		Upstream	-4352
chrXIV	6801	7400	1.1283333	677	63	7.1227536	COS1	YNL336W	Upstream	-1230
chrXIV	6801	7400	1.1283333	677	63	7.1227536	YRF1-6		Upstream	-1002
chrXIV	7479	7950	0.8940678	422	49	5.708423	DDI3		Upstream	-3738
chrXIV	7479	7950	0.8940678	422	49	5.708423	COS1	YNL336W	Upstream	-616
chrXIV	7479	7950	0.8940678	422	49	5.708423	YRF1-6		Upstream	-1616
chrXIV	9754	9998	0.77959186	191	27	4.6888833	DDI3		Upstream	-1576
chrXIV	9754	9998	0.77959186	191	27	4.6888833	SNZ2	YNL333W	Upstream	-3391
chrXIV	9754	9998	0.77959186	191	27	4.6888833	THI12	YNL332W	Upstream	-4956
chrXIV	9754	9998	0.77959186	191	27	4.6888833	YRF1-6		Upstream	-3778
chrXIV	14851	15098	0.62096775	154	20	5.103763	SNO2	YNL334C	Upstream	-2098
chrXIV	14851	15098	0.62096775	154	20	5.103763	THI12	YNL332W	CDS-Exon	142
chrXIV	96201	96400	2.515	503	66	5.051541	SUF6		CDS-Exon	12
chrXIV	136251	136449	0.53266335	106	12	5.8549666	BSC4	YNL269W	Upstream	-1350
chrXIV	136251	136449	0.53266335	106	12	5.8549666	ALP1	YNL270C	CDS-Exon	1312
chrXIV	136251	136449	0.53266335	106	12	5.8549666	LYP1	YNL268W	Upstream	-2201
chrXIV	136251	136449	0.53266335	106	12	5.8549666	PIK1	YNL267W	Upstream	-4529
chrXIV	136251	136449	0.53266335	106	12	5.8549666	BNI1	YNL271C	Upstream	-966
chrXIV	136751	137050	0.5133333	154	17	6.0044274	BSC4	YNL269W	Upstream	-800
chrXIV	136751	137050	0.5133333	154	17	6.0044274	ALP1	YNL270C	CDS-Exon	762
chrXIV	136751	137050	0.5133333	154	17	6.0044274	LYP1	YNL268W	Upstream	-1651
chrXIV	136751	137050	0.5133333	154	17	6.0044274	PIK1	YNL267W	Upstream	-3979
chrXIV	136751	137050	0.5133333	154	17	6.0044274	BNI1	YNL271C	Upstream	-1516
chrXIV	137201	137499	0.48160535	144	18	5.3026114	BSC4	YNL269W	Upstream	-350
chrXIV	137201	137499	0.48160535	144	18	5.3026114	ALP1	YNL270C	CDS-Exon	312
chrXIV	137201	137499	0.48160535	144	18	5.3026114	LYP1	YNL268W	Upstream	-1201
chrXIV	137201	137499	0.48160535	144	18	5.3026114	PIK1	YNL267W	Upstream	-3529
chrXIV	137201	137499	0.48160535	144	18	5.3026114	BNI1	YNL271C	Upstream	-1966
chrXIV	374801	375050	2.132	533	65	5.4351764	FPR1	YNL135C	Upstream	-2697
chrXIV	374801	375050	2.132	533	65	5.4351764	FYV6	YNL133C	Upstream	-231
chrXIV	374801	375050	2.132	533	65	5.4351764	tF(GAA)N		CDS-Exon	54
chrXIV	374801	375050	2.132	533	65	5.4351764	NAM9	YNL137C	Upstream	-4868
chrXIV	374801	375050	2.132	533	65	5.4351764	YNL134C	YNL134C	Upstream	-1342
chrXIV	374801	375050	2.132	533	65	5.4351764	TOM22	YNL131W	Upstream	-3844
chrXIV	374801	375050	2.132	533	65	5.4351764	KRE33	YNL132W	Upstream	-398
chrXIV	560651	560900	3.4	850	97	5.808273	tT(AGU)N2		CDS-Exon	-8
chrXIV	560651	560900	3.4	850	97	5.808273	IDH1	YNL037C	Upstream	-1772
chrXIV	569751	570000	2.064	516	67	5.1047525	tI(AAU)N1		CDS-Exon	67
chrXIV	569751	570000	2.064	516	67	5.1047525	SIW14	YNL032W	Upstream	-4632
chrXIV	569751	570000	2.064	516	67	5.1047525	YNL035C	YNL035C	Upstream	-183
chrXIV	569751	570000	2.064	516	67	5.1047525	YNL034W	YNL034W	Upstream	-603
chrXIV	569751	570000	2.064	516	67	5.1047525	YNL033W	YNL033W	Upstream	-3125
chrXIV	602201	602450	2.276	569	71	5.3119473	tI(AAU)N2		CDS-Exon	11
chrXIV	602201	602450	2.276	569	71	5.3119473	PBI2	YNL015W	Upstream	-3060
chrXIV	602201	602450	2.276	569	71	5.3119473	ARK1	YNL020C	Upstream	-4785
chrXIV	602201	602450	2.276	569	71	5.3119473	YNL019C	YNL019C	Upstream	-3094
chrXIV	602201	602450	2.276	569	71	5.3119473	YNL018C	YNL018C	Upstream	-550
chrXIV	602201	602450	2.276	569	71	5.3119473	PUB1	YNL016W	Upstream	-583
chrXIV	602201	602450	2.276	569	71	5.3119473	HEF3	YNL014W	Upstream	-3995
chrXIV	631551	632100	2.509091	1380	160	5.716878	tN(GUU)N2		Upstream	-777
chrXIV	631551	632100	2.509091	1380	160	5.716878	SWM2		Upstream	-4121
chrXIV	631551	632100	2.509091	1380	160	5.716878	RLP7	YNL002C	Upstream	-4681
chrXIV	631551	632100	2.509091	1380	160	5.716878	CIT1	YNR001C	Upstream	-762
chrXIV	632401	632800	3.1675	1267	157	5.3490515	SUF10		Upstream	-680
chrXIV	632401	632800	3.1675	1267	157	5.3490515	tN(GUU)N2		CDS-Exon	-2
chrXIV	632401	632800	3.1675	1267	157	5.3490515	SWM2		Upstream	-3346
chrXIV	632401	632800	3.1675	1267	157	5.3490515	CIT1	YNR001C	Upstream	-1537
chrXIV	632401	632800	3.1675	1267	157	5.3490515	VPS27	YNR006W	Upstream	-4388
chrXIV	726101	726350	2.264	566	66	5.684239	snR191		Upstream	-4012
chrXIV	726101	726350	2.264	566	66	5.684239	tL(UAA)N		CDS-Exon	-6
chrXIV	726101	726350	2.264	566	66	5.684239	NOG2		Upstream	-3111
chrXIV	726101	726350	2.264	566	66	5.684239	ESF2		Upstream	-1917
chrXIV	734751	735000	0.696	174	18	6.4073224	BIO4	YNR057C	Upstream	-806
chrXIV	734751	735000	0.696	174	18	6.4073224	HOL1	YNR055C	Upstream	-4688
chrXIV	734751	735000	0.696	174	18	6.4073224	BIO5	YNR056C	Upstream	-1572
chrXIV	734751	735000	0.696	174	18	6.4073224	BIO3	YNR058W	CDS-Exon	584
chrXIV	734751	735000	0.696	174	18	6.4073224	MNT4	YNR059W	Upstream	-1928
chrXIV	775201	775498	0.7718121	230	29	5.2568994	YNR071C	YNR071C	Upstream	-3881
chrXIV	775201	775498	0.7718121	230	29	5.2568994	YNR073C	YNR073C	CDS-Exon	951
chrXIV	775201	775498	0.7718121	230	29	5.2568994	COS10	YNR075W	Upstream	-4567
chrXIV	775902	776099	0.43939394	87	11	5.2423544	YNR071C	YNR071C	Upstream	-4532
chrXIV	775902	776099	0.43939394	87	11	5.2423544	YNR073C	YNR073C	CDS-Exon	300
chrXIV	775902	776099	0.43939394	87	11	5.2423544	COS10	YNR075W	Upstream	-3916
chrXIV	776602	776850	0.5943775	148	17	5.7704887	YNR073C	YNR073C	Upstream	-426
chrXIV	776602	776850	0.5943775	148	17	5.7704887	COS10	YNR075W	Upstream	-3190
chrXIV	777002	777250	0.82730925	206	25	5.4616895	PAU6	YNR076W	Upstream	-4792
chrXIV	777002	777250	0.82730925	206	25	5.4616895	YNR073C	YNR073C	Upstream	-826
chrXIV	777002	777250	0.82730925	206	25	5.4616895	COS10	YNR075W	Upstream	-2790
chrXIV	782851	783100	0.8	200	27	4.9098253	YNR075C-A	YNR075C-A	Upstream	-1372
chrXIV	782851	783100	0.8	200	27	4.9098253	AIF1		Upstream	-4236
chrXIV	783303	784000	1.312321	916	100	6.07149	YNR075C-A	YNR075C-A	Upstream	-2048
chrXIV	783303	784000	1.312321	916	100	6.07149	AIF1		Upstream	-4912
chrXV	3	250	0.3951613	98	14	4.639785	YOL166W-A	YOL166W-A	Upstream	-459
chrXV	3	250	0.3951613	98	14	4.639785	YOL164W-A	YOL164W-A	Upstream	-4004
chrXV	251	648	0.7964824	317	33	6.367151	YOL166W-A	YOL166W-A	CDS-Exon, 5'UTR	-136
chrXV	251	648	0.7964824	317	33	6.367151	YOL164W-A	YOL164W-A	Upstream	-3681
chrXV	801	1096	1.0777028	319	39	5.4215803	YOL164W-A	YOL164W-A	Upstream	-3182
chrXV	1251	1500	0.708	177	18	6.5177927	YOL164W-A	YOL164W-A	Upstream	-2755
chrXV	1251	1500	0.708	177	18	6.5177927	BDS1		Upstream	-4800
chrXV	2451	2749	0.8361204	250	25	6.6282644	YOL164W-A	YOL164W-A	Upstream	-1530
chrXV	2451	2749	0.8361204	250	25	6.6282644	AAD15	YOL165C	Upstream	-522
chrXV	2451	2749	0.8361204	250	25	6.6282644	BDS1		Upstream	-3575
chrXV	3451	3649	0.6231156	124	13	6.3223443	YOL164W-A	YOL164W-A	Upstream	-580
chrXV	3451	3649	0.6231156	124	13	6.3223443	AAD15	YOL165C	Upstream	-1472
chrXV	3451	3649	0.6231156	124	13	6.3223443	BDS1		Upstream	-2625
chrXV	3651	3800	0.39333335	59	7	5.58668	YOL164W-A	YOL164W-A	Upstream	-405
chrXV	3651	3800	0.39333335	59	7	5.58668	AAD15	YOL165C	Upstream	-1647
chrXV	3651	3800	0.39333335	59	7	5.58668	BDS1		Upstream	-2450
chrXV	10151	10350	0.62	124	16	5.1369047	YOL162W	YOL162W	CDS-Exon	132
chrXV	11501	11900	0.625	250	30	5.5235534	PAU20		CDS-Exon	210
chrXV	22904	23093	0.6	114	12	6.296851	YOL155W-A	YOL155W-A	Upstream	-4085
chrXV	22904	23093	0.6	114	12	6.296851	ENB1	YOL158C	Upstream	-1688
chrXV	22904	23093	0.6	114	12	6.296851	YOL157C	YOL157C	CDS-Exon	1295
chrXV	22904	23093	0.6	114	12	6.296851	HXT11	YOL156W	Upstream	-2274
chrXV	24001	24250	0.708	177	23	5.1008816	YOL155W-A	YOL155W-A	Upstream	-2958
chrXV	24001	24250	0.708	177	23	5.1008816	ENB1	YOL158C	Upstream	-2815
chrXV	24001	24250	0.708	177	23	5.1008816	YOL157C	YOL157C	CDS-Exon	168
chrXV	24001	24250	0.708	177	23	5.1008816	HXT11	YOL156W	Upstream	-1147
chrXV	128501	128700	1.05	210	20	6.959677	TPT1	YOL102C	Upstream	-1911
chrXV	128501	128700	1.05	210	20	6.959677	IZH4	YOL101C	Upstream	-680
chrXV	128501	128700	1.05	210	20	6.959677	PKH2	YOL100W	Upstream	-637
chrXV	162303	162550	0.5	124	15	5.479365	YOL087C	YOL087C	Upstream	-3789
chrXV	162303	162550	0.5	124	15	5.479365	ADH1	YOL086C	Upstream	-1832
chrXV	162303	162550	0.5	124	15	5.479365	YOL083W	YOL083W	Upstream	-3288
chrXV	162303	162550	0.5	124	15	5.479365	PHM7	YOL084W	CDS-Exon, 5'UTR	70
chrXV	164351	164550	0.4	80	10	5.3026114	ADH1	YOL086C	Upstream	-3856
chrXV	164351	164550	0.4	80	10	5.3026114	YOL083W	YOL083W	Upstream	-1264
chrXV	164351	164550	0.4	80	10	5.3026114	ATG19	YOL082W	Upstream	-4277
chrXV	164351	164550	0.4	80	10	5.3026114	PHM7	YOL084W	CDS-Exon	2094
chrXV	226551	226900	2.6657143	933	112	5.521581	tG(GCC)O1		CDS-Exon	-45
chrXV	226551	226900	2.6657143	933	112	5.521581	THI20	YOL055C	Upstream	-651
chrXV	226551	226900	2.6657143	933	112	5.521581	tN(GUU)O1		Upstream	-1605
chrXV	226551	226900	2.6657143	933	112	5.521581	AIM39		Upstream	-3359
chrXV	226551	226900	2.6657143	933	112	5.521581	PSH1		Upstream	-1888
chrXV	228251	228499	2.4698796	615	74	5.508625	tG(GCC)O1		Upstream	-1695
chrXV	228251	228499	2.4698796	615	74	5.508625	THI20	YOL055C	Upstream	-2301
chrXV	228251	228499	2.4698796	615	74	5.508625	tN(GUU)O1		CDS-Exon	45
chrXV	228251	228499	2.4698796	615	74	5.508625	AIM39		Upstream	-1709
chrXV	228251	228499	2.4698796	615	74	5.508625	PSH1		Upstream	-238
chrXV	242304	242549	0.6585366	162	20	5.368894	YOL047C	YOL047C	CDS-Exon, Intron	320
chrXV	242304	242549	0.6585366	162	20	5.368894	RRT8		Upstream	-1117
chrXV	242304	242549	0.6585366	162	20	5.368894	PEX15	YOL044W	Upstream	-4723
chrXV	242304	242549	0.6585366	162	20	5.368894	PSK2	YOL045W	Upstream	-1070
chrXV	274551	274900	3.62	1267	118	7.1169586	MIM1	YOL026C	Upstream	-371
chrXV	274551	274900	3.62	1267	118	7.1169586	tS(GCU)O		CDS-Exon	51
chrXV	274551	274900	3.62	1267	118	7.1169586	YOL029C	YOL029C	Upstream	-4304
chrXV	274551	274900	3.62	1267	118	7.1169586	YAP7	YOL028C	Upstream	-3354
chrXV	274551	274900	3.62	1267	118	7.1169586	MDM38	YOL027C	Upstream	-1000
chrXV	274551	274900	3.62	1267	118	7.1169586	LAG2	YOL025W	Upstream	-233
chrXV	274551	274900	3.62	1267	118	7.1169586	YOL024W	YOL024W	Upstream	-2362
chrXV	274551	274900	3.62	1267	118	7.1169586	IFM1	YOL023W	Upstream	-3332
chrXV	301001	301250	2.536	634	53	7.9289045	tP(UGG)O1		CDS-Exon	27
chrXV	301001	301250	2.536	634	53	7.9289045	YOL013W-A	YOL013W-A	CDS-Exon, 5'UTR	77
chrXV	301001	301250	2.536	634	53	7.9289045	PLB3	YOL011W	Upstream	-4225
chrXV	340301	340500	2.005	401	49	5.424355	tR(ACG)O		CDS-Exon	-28
chrXV	340301	340500	2.005	401	49	5.424355	DNL4	YOR005C	Upstream	-3056
chrXV	340301	340500	2.005	401	49	5.424355	SGT2	YOR007C	Upstream	-421
chrXV	340301	340500	2.005	401	49	5.424355	TSR3		Upstream	-1778
chrXV	340301	340500	2.005	401	49	5.424355	TIR4	YOR009W	Upstream	-3935
chrXV	353951	354400	2.7266667	1227	139	5.850993	tT(AGU)O2		CDS-Exon	-62
chrXV	353951	354400	2.7266667	1227	139	5.850993	YOR011W-A	YOR011W-A	Upstream	-1477
chrXV	353951	354400	2.7266667	1227	139	5.850993	YOR012W	YOR012W	Upstream	-2368
chrXV	353951	354400	2.7266667	1227	139	5.850993	RTS1	YOR014W	Upstream	-3499
chrXV	354951	355197	0.4534413	112	14	5.3026114	tT(AGU)O2		Upstream	-961
chrXV	354951	355197	0.4534413	112	14	5.3026114	YOR011W-A	YOR011W-A	Upstream	-578
chrXV	354951	355197	0.4534413	112	14	5.3026114	YOR012W	YOR012W	Upstream	-1469
chrXV	354951	355197	0.4534413	112	14	5.3026114	RTS1	YOR014W	Upstream	-2600
chrXV	384951	385300	0.6857143	240	28	5.6813693	CRS5		Upstream	-4088
chrXV	384951	385300	0.6857143	240	28	5.6813693	CIN5	YOR028C	Upstream	-705
chrXV	384951	385300	0.6857143	240	28	5.6813693	DFG16	YOR030W	Upstream	-1700
chrXV	462306	462549	0.52459013	128	14	6.0601277	YOR072W-B	YOR072W-B	Upstream	-2044
chrXV	462306	462549	0.52459013	128	14	6.0601277	SUF11		Upstream	-2025
chrXV	462306	462549	0.52459013	128	14	6.0601277	GYP1	YOR070C	Upstream	-4605
chrXV	462306	462549	0.52459013	128	14	6.0601277	SGO1	YOR073W	Upstream	-2346
chrXV	462306	462549	0.52459013	128	14	6.0601277	NRT1		Upstream	-1149
chrXV	464301	464650	2.96	1036	118	5.8193913	YOR072W-B	YOR072W-B	CDS-Exon, 5'UTR	4
chrXV	464301	464650	2.96	1036	118	5.8193913	SUF11		CDS-Exon	23
chrXV	464301	464650	2.96	1036	118	5.8193913	SGO1	YOR073W	Upstream	-298
chrXV	464301	464650	2.96	1036	118	5.8193913	UFE1	YOR075W	Upstream	-3739
chrXV	464301	464650	2.96	1036	118	5.8193913	NRT1		Upstream	-3197
chrXV	487351	487600	2.972	743	74	6.6551356	tN(GUU)O2		CDS-Exon	34
chrXV	487351	487600	2.972	743	74	6.6551356	TCB1	YOR086C	Upstream	-694
chrXV	487351	487600	2.972	743	74	6.6551356	YVC1	YOR087W	Upstream	-234
chrXV	514053	514300	0.5927419	147	18	5.4130826	NUP1	YOR098C	Upstream	-2997
chrXV	514053	514300	0.5927419	147	18	5.4130826	CRC1	YOR100C	CDS-Exon	103
chrXV	514053	514300	0.5927419	147	18	5.4130826	RAS1	YOR101W	Upstream	-1069
chrXV	514053	514300	0.5927419	147	18	5.4130826	PIN2	YOR104W	Upstream	-3467
chrXV	514053	514300	0.5927419	147	18	5.4130826	VAM3	YOR106W	Upstream	-4946
chrXV	514301	514450	0.42666668	64	5	8.484179	NUP1	YOR098C	Upstream	-3196
chrXV	514301	514450	0.42666668	64	5	8.484179	CRC1	YOR100C	Upstream	-96
chrXV	514301	514450	0.42666668	64	5	8.484179	RAS1	YOR101W	Upstream	-870
chrXV	514301	514450	0.42666668	64	5	8.484179	PIN2	YOR104W	Upstream	-3268
chrXV	514301	514450	0.42666668	64	5	8.484179	VAM3	YOR106W	Upstream	-4747
chrXV	514501	514700	0.885	177	20	5.866014	NUP1	YOR098C	Upstream	-3421
chrXV	514501	514700	0.885	177	20	5.866014	CRC1	YOR100C	Upstream	-321
chrXV	514501	514700	0.885	177	20	5.866014	RAS1	YOR101W	Upstream	-645
chrXV	514501	514700	0.885	177	20	5.866014	PIN2	YOR104W	Upstream	-3043
chrXV	514501	514700	0.885	177	20	5.866014	VAM3	YOR106W	Upstream	-4522
chrXV	520552	520898	0.518732	180	21	5.6813693	OST2		Upstream	-3883
chrXV	520552	520898	0.518732	180	21	5.6813693	RGS2	YOR107W	Upstream	-629
chrXV	520552	520898	0.518732	180	21	5.6813693	INP53	YOR109W	Upstream	-4554
chrXV	520552	520898	0.518732	180	21	5.6813693	LEU9	YOR108W	Upstream	-2303
chrXV	594301	594500	1.9	380	42	5.9970007	SUF5		CDS-Exon	26
chrXV	594301	594500	1.9	380	42	5.9970007	ARP8	YOR141C	Upstream	-1812
chrXV	594301	594500	1.9	380	42	5.9970007	YOR142W-B	YOR142W-B	Upstream	-713
chrXV	594301	594500	1.9	380	42	5.9970007	YOR142W-A	YOR142W-A	Upstream	-713
chrXV	663801	663999	2.0150754	401	48	5.5373626	tV(AAC)O		CDS-Exon	-14
chrXV	663801	663999	2.0150754	401	48	5.5373626	ALE1		Upstream	-2225
chrXV	670851	671097	0.53846157	133	15	5.877061	MPC54	YOR177C	Upstream	-3794
chrXV	670851	671097	0.53846157	133	15	5.877061	GAC1	YOR178C	Upstream	-732
chrXV	670851	671097	0.53846157	133	15	5.877061	LAS17	YOR181W	Upstream	-4966
chrXV	825651	825899	0.43373495	108	14	5.1132326	YOR268C	YOR268C	CDS-Exon	156
chrXV	825651	825899	0.43373495	108	14	5.1132326	HRK1	YOR267C	Upstream	-909
