Hybridization REF	TCGA-AO-A03P-01A-11R-A00Z-07
ZNRF4	-0.26925
TLK1	-0.044875
MTMR12	0.320714285714286
ZNF384	-0.191333333333333
FAM9B	-2.4225
RPN1	0.3712
PMVK	0.99875
EIF3D	-0.3159
SIX2	-1.234
HPS1	0.209642857142857
RNF7	0.2695
PSKH2	0
KCTD13	0.153666666666667
CSMD3	0.0637
FBF1	0.908
IL8	-4.431375
SERPINB13	0.551363636363636
FBXL20	0.29475
BLR1	0.33425
SH2B1	-0.1445
RFNG	0.405
RAB20	0.318
RBM7	-1.714
POLR1A	0.1985
TMPRSS4	-2.46375
TAF9	-0.561125
TERF2	-0.0966666666666667
TNFRSF1A	0.334833333333333
ACADVL	-0.921833333333333
GTF2H5	0.62175
EDG8	-0.677833333333333
C9orf140	-0.652
UST6	0.971
ZBTB8OS	-0.97875
ZNF710	1.952
GPR174	-1.27
ATP6V0A2	0.089
KIAA0319L	0.181333333333333
XKRX	-1.282
DOPEY2	-0.6859
SDHD	-0.89775
SUMF1	1.99475
OSM	2.03675
OPN3	-1.041
DAGLB	0.355
PPFIBP1	-0.0405
TRIM63	-3.82575
C10orf53	0.00999999999999998
LYPD3	-0.569666666666667
BCL7A	0.679
AGER	-1.25
TCF19	-0.866875
SAT2	0.19475
PFTK1	0.002
GABRE	-2.376125
C15orf38	2.0579
FIS1	0.1075
KCNV2	-0.1055
CLPS	0.01475
PPCDC	0.12725
FOXN2	-0.868333333333333
NT5E	-3.037
CD83	0.121
IL18	-0.60375
VPS16	1.10275
IGFBP2	-1.36483333333333
NOTCH2	-0.62375
SIGLEC1	2.649125
CD93	5.1725
SULF2	-1.704
CEP164	-0.40925
P53AIP1	-0.2135
TOR2A	-0.113666666666667
ZNF136	0.80325
MGP	1.5472
CCDC144A	-0.481
TRPC1	-1.28166666666667
SMS	-0.8215
MAPK7	-0.554833333333333
RRAGC	0.41125
PARD6A	-1.6505
NUB1	1.07766666666667
SYNGR4	1.04375
OR11H12	0.3535
WIF1	0.3345
GCH1	-0.145
OR11H4	0.1285
SLC44A5	-0.301
GPRIN2	-1.29933333333333
LOC401431	-0.5365
CPA4	-2.1317
MELK	-1.64811111111111
IL15RA	-0.14625
CUL3	0.354625
HMBOX1	-0.11675
PODXL	-0.9865
CCT6B	1.204
COMTD1	1.037
MUC20	0.3115
GPX2	-3.38375
ITK	-1.77775
FBXL5	1.26925
C13orf27	-1.208
DEFA5	0.679
TRHDE	0.1935
MTP18	-0.312666666666667
UQCRQ	0.1026
ITGB2	0.896416666666667
CSRP2BP	0.897
TAS2R44	0.7675
PHPT1	0.10725
FAM44C	1.12475
ERH	0.28925
MPHOSPH1	-1.7955
MORC1	-0.355
PARVB	-0.588
LAMA1	-2.45416666666667
PGBD3	1.2015
GIMAP6	3.83975
AREG	-4.66033333333333
LIPT1	-0.8005
MGC99813	-1.2
C1orf201	-0.118833333333333
GRIN2A	-0.9932
MAN2C1	0.755875
NSUN5	-0.1525
SF3B5	0.32
MYC	-0.5839375
NRXN1	-0.746090909090909
ZNF18	0.26975
SPDYA	-0.599375
SLC37A1	0.2245
DECR2	0.494
ANKRD38	0.212
SPTLC3	-1.02575
SUPT16H	0.652875
DTWD2	0.682
ULBP1	-0.1125
ZADH1	0.0560000000000001
OIP5	-2.51975
IL10RB	-0.125333333333333
OTUB2	0.18825
VWA3A	0.406333333333333
SPIC	0.691833333333333
OR6C4	0.2395
PSCD4	0.3825
DPY19L2P2	-0.1215
TRAPPC6A	0.378
C21orf2	-0.031
CEMP1	-0.252
LIN7B	1.0075
E2F7	-1.36766666666667
VCP	0.194125
LAMA3	-1.24427272727273
BGN	1.631
GPR160	0.401333333333333
COCH	-3.5945
GPR81	1.57616666666667
APOBEC3F	-2.3395
tcag7.1017	-0.2855
C1orf32	0.556
SCGB1D2	2.878
FLJ43987	0.35
C6orf170	0.47725
KLK9	0.6045
GPD1L	-0.89375
VPS37B	0.12025
ATG3	-0.495166666666667
ADAMTS17	0.1635
KLHDC2	0.608333333333333
NDUFV2	-0.01525
BLK	-2.56975
MATN4	-1.754
GPM6A	-0.25325
GBP4	3.23016666666667
TMEM162	0.150833333333333
PKP2	1.031
HRASLS	1.377
MMP1	-4.38875
SFXN3	-0.3955
FSD1	-1.837
ST6GALNAC3	-1.927
CA12	3.2455
NCOA6	0.23725
C19orf58	-0.1568
PPP4R1	0.273666666666667
MAN1A2	0.490333333333333
IKBKAP	-0.984
UPF1	0.171166666666667
KIAA1219	0.468
WNT16	0.4914
SNW1	-0.324875
IL18RAP	0.8245
RPP30	-0.942125
CDC40	0.316357142857143
SETD3	0.307333333333333
SLAMF6	0.08025
ELK4	-0.463
TRIM47	-0.571
ACOX3	1.3155
TRIM6	-1.18925
KIAA0372	-0.245333333333333
TP53AP1	1.09925
SMURF2	0.205
ADAD1	0.4245
EBP	-1.0125
KRTAP13-2	-0.246
FLJ36874	-1.382
TOR1A	0.154
P2RY4	1.042
GPBP1	0.211
TRPV1	0.492375
ADAMTS12	-0.191
PES1	-0.6488
ATG4A	0.386
MAGEA10	-4.0855
WFS1	1.08175
CC2D1B	-0.436833333333333
PABPN1	0.2745
SLC25A30	-0.57825
SLCO1C1	-0.142666666666667
SLC22A5	1.573
KIF23	-1.92883333333333
SYN2	-0.8285
ASPN	6.253
CENTG2	0.08725
QSOX2	-1.4641
FLJ10815	0.669166666666667
STK24	0.4385
SPEG	-0.3683
STK10	0.00949999999999999
DACT2	-2.8985
AAAS	-0.338
SSX3	-1.571375
ABCD3	0.7486
C4orf12	0.606625
PARVG	0.197666666666667
FIG4	0.71125
C9orf46	1.48475
TMCO6	-0.0495
IGHMBP2	-0.8015
DUS2L	-0.1325
FAM3C	-0.7030625
TMEM16D	-2.176875
DCTN4	1.46025
KCNH3	-0.15825
EIF2AK2	0.82575
AP1S3	-0.819625
CST4	-0.1535
PAM	-0.591
NUTF2	-0.2005
CITED2	0.6476
SLC39A4	-0.739
C2orf52	-0.7185
GRM3	0.0195
C12orf49	0.968625
CCDC49	0.2684
GRAMD1B	-1.243125
FNDC4	-0.85175
SIAH2	0.21175
GDPD4	0.2235
C21orf87	0.420125
ATP5A1	1.48233333333333
C16orf63	-0.27725
LOC388135	0.410333333333333
ATP5J2	-0.348375
MMP3	-2.807
EMID2	-0.0105
CRHR1	0.2485
WDR70	-0.52275
C13orf31	1.0485
ZFAND1	0.04375
CCL18	3.81966666666667
C3orf49	0.515
RINT1	-0.356
KIAA0408	-1.98316666666667
F13A1	4.6966
SLC10A1	0.1295
OGN	0.0715
GIPC2	-2.285
XPO6	-0.0273333333333333
LCE1A	0.2635
FMR1	0.4434
LOC374920	-0.3105
DUSP3	0.346375
ANKMY1	1.43175
C7orf50	-0.243
BBS9	-0.2714
UNC119B	-0.875625
C9orf72	0.398125
MGC35440	-0.27725
ENTPD6	0.405125
PPP1R2P9	-0.23425
ERCC4	0.40925
FAHD2B	-1.1645
HMHA1	-1.292
HACL1	-0.21425
RAD23A	0.717333333333333
FAM83B	-1.215
PPP5C	-0.663833333333333
RNASEH2C	-1.15725
C9orf153	-0.5785
SCAMP4	0.951
GHITM	1.7694
NDUFB7	0.712125
ADCYAP1	-0.2098
SP110	1.36766666666667
MAP3K7IP2	0.59675
DHH	0.385
AGRN	-0.0372142857142857
WDR33	0.221333333333333
CEP290	0.0141666666666667
PRPS1L1	-1.571
KLRA1	-0.424
GPR97	-0.0365
CHD7	-0.342
TLR10	0.3725
SLC30A8	-0.35
HIC1	0.749
IAPP	0.337
RXFP4	-0.093
GP1BB	1.40425
SHQ1	0.21
NKX2-3	0.2065
API5	0.174
FTHP1	0.1075
MOV10L1	0
TRIM6-TRIM34	2.4815
ADHFE1	-0.39475
FAM117A	0.668
DDI1	0.314333333333333
CDON	-0.612
TRIM73	-0.3945
IGKC	3.1775
MMP14	0.27375
DYNC1LI1	-0.356375
C11orf66	-0.01575
TRBV3-1	-1.19125
FASTKD5	1.1055
BIVM	-0.74425
LHX4	0.089
CXCL2	-2.5705
RAB2B	0.532666666666667
IZUMO1	-0.57325
MAP3K15	-2.239
FAM19A2	0.581833333333333
ZC3H8	-0.245
ZMAT1	1.061875
SPINK5L3	-2.877
SLC10A6	0.971
APPL2	0.25575
CARD10	-0.093
LOC402176	-0.452125
EEF1D	0.3868
RAB6A	-0.2246
C12orf5	-0.336375
PAPOLG	0.31925
MSRB2	1.001
BCR	0.244444444444444
PUS3	-0.3935
TIAM2	0.82475
ZNF317	0.412833333333333
CHD2	-0.0905714285714286
FZD5	-1.39277272727273
NUDT8	-2.73025
ZNF763	0.0375
PRC1	-1.38466666666667
ABCB9	0.234
SPATA3	0.2375
TRAK2	-0.49125
STAB1	3.0285
LRRTM2	0.00399999999999999
psiTPTE22	1.315
DBI	-0.0375
SERPINA11	-1.53025
NAT5	0.939
C20orf58	-2.01275
RPS6KA4	-0.6345
FLJ90650	-0.67475
TGFBRAP1	0.141
CHRDL2	-0.11375
FAHD2A	-1.42166666666667
CNTN1	-0.31025
BBS4	0.1712
TMEM181	1.4295
MINPP1	-1.35025
MPHOSPH6	-1.19858333333333
HOXC10	-1.5758
ITPKB	0.50875
CLPTM1L	-0.07775
MEOX2	-1.4355
ATP6V0C	0.446
PRPF8	0.206666666666667
TMC5	1.0825
FKBP3	-0.1655
PLEKHB2	0.290125
OR4D6	0.276
ZNF544	1.2104
D2HGDH	-0.248375
RPL18A	-0.1884
HEL308	0.199
MPP6	-3.11575
TCERG1	-1.4545
KRT16	-1.93133333333333
KLF17	-0.52025
KLF5	-1.207625
CDR1	3.66625
VCX3A	-4.5255
FBLN2	0.916
C14orf104	0.93675
HBE1	-4.4286
OR4S2	1.065
C1orf108	-0.874
ROBO4	3.68216666666667
CPEB4	1.446
C11orf80	-1.335
BCKDHA	0.280833333333333
MYOC	0.45225
GIF	-0.9955
CKMT1A	0.8915
RPL3	0.49
THBS1	2.83075
APOO	-0.6085
ARMCX1	1.8455
HSZFP36	1.43325
SNAPC5	-0.0625
EIF4ENIF1	0.5835
ZNF433	0.608
TNFRSF21	-1.926875
TMPRSS7	0.204
SPATA18	2.3604
HPDL	-3.232
MKL2	1.0868
TBX3	2.73038461538462
C21orf93	0.537666666666667
DAXX	1.2075
ELMO1	-0.387
RGS13	1.50233333333333
TAF11	-0.32375
UNC13A	-2.21028571428571
LOC653314	0.4935
ORC3L	-0.2785
IMAA	-2.575
TARBP2	0.096
CABIN1	-0.6723
TRIOBP	-0.3913125
HIST1H2AC	1.26425
RGS22	-0.547166666666667
NCOA1	0.773166666666667
IL25	0.32
SNCG	-0.186
GPR6	0.4375
AMDHD1	0.366166666666667
CHEK2	-0.897625
C6orf142	-1.038
DRD4	0.578
C14orf68	-1.5735
GDF11	-1.825
SEMG2	0.0245
CD247	-1.96575
CDAN1	3.26
RBMX2	0.13
TGS1	-0.4295
OIT3	0.47975
SYF2	-0.0155
MCM4	-1.707625
PKHD1L1	-0.045125
CEP192	-0.718666666666667
IFT88	1.46325
RPL9	0.6085
RAB32	0.152875
DDX43	-3.11575
P2RX2	0.231166666666667
OR5D18	0.5615
UBE1	0.194083333333333
SLC24A1	0.3965
ARHGAP5	0.27225
CETP	-0.322
KIAA1731	-1.4375
SLC9A4	0.285
PTPN6	1.64975
BAHD1	0.60875
GRIK3	0.8445
CACNB2	-0.4579
PDE10A	-1.2905
DGCR14	-0.428
PCDHB9	-1.24566666666667
RHOQ	-0.027
MAP3K4	0.189
KTI12	0.18
RPL23AP13	-3.01975
GNG11	-0.97575
CLCN3	1.296
GPAM	-1.177875
VSTM2A	0.4225
SLAMF7	1.938
INTS2	-0.43125
PPP2CA	-0.2094
LRP12	-1.3324
SEC14L2	1.25744444444444
DKFZP586H2123	1.881
MC3R	-0.079
CIRH1A	-1.24883333333333
HIST1H2AB	1.34433333333333
POLH	-0.573
MGC16703	-0.321333333333333
SNAPC2	0.467
FILIP1L	0.57825
RASGRP4	0.0675
LRRC1	2.00525
GAS1	-1.01475
PRAC	-1.13375
DGKA	-1.08766666666667
NT5C3	-1.25225
PEG3	-3.65833333333333
NADK	-0.04775
PRR17	-0.05525
LOC374569	-0.6525
SGSH	0.336833333333333
NLRP8	0.539
GALT	-0.4427
MCF2	-0.506
ZNF263	1.28925
TACSTD1	0.517833333333333
TYR	-5.9179
ATP6AP2	-0.0025
RNUXA	0.26425
ABHD10	0.388
GDPD2	-1.275
SLC35C1	0.16775
UBE2A	-0.012
HERC5	1.08483333333333
FAM112B	-4.399
FBXL16	1.25825
DKFZP434A0131	-0.7145
ELA3A	-2.0695
RBM41	-0.558875
HAO2	0.437
RNH1	0.0325
SHANK2	1.20566666666667
OSBP2	-1.375875
DAK	0.468333333333333
C3orf58	-0.452416666666667
TCL1B	-0.8305
KBTBD2	-0.316625
SUGT1L1	1.1825
UBE2E2	0.587
MYL9	1.821625
CDC23	-0.308333333333333
PBXIP1	0.9894
CXorf40B	0.54
NBL1	1.623
RTBDN	0.3045
RAB11FIP5	0.238125
TTTY13	-0.476
SCOTIN	0.420333333333333
SOHLH1	0.520333333333333
CDKN1A	0.2905
NCK1	-0.2495
ZNF550	1.01925
SAPS3	0.149666666666667
SPIN3	0.376666666666667
MAGEE2	-0.47775
MIS12	-0.569166666666667
OR8H2	0.1565
KIAA0774	-1.61366666666667
UNC5D	-1.2615
CUL7	-0.0653333333333333
LIPC	-3.06083333333333
DIO1	0.8145
C20orf11	-0.6166
CTRL	0.07075
HS3ST2	2.076
PAK4	0.672333333333333
CCRL1	1.66975
RNF10	0.609375
ZNF567	-0.1855
ZNF660	-2.229
TCEAL3	2.36775
MAGOH	-1.503
CENPB	0.657333333333333
C19orf7	0.425125
LOC388965	0.078
ZCCHC13	0.2825
JMJD1A	-0.8787
HIST1H4H	0.9785
TBRG1	-1.2383
GPC3	-5.02025
TAF1C	-0.71325
EBNA1BP2	-0.605
CIAPIN1	-0.16325
PDGFRA	-1.77922222222222
CSTB	-0.79225
CENPI	-1.94133333333333
GTF2E2	-1.064
RPP21	0.067
CCNF	-0.392833333333333
KCNQ3	0.3575
FAM79A	0.547
SLC22A12	0.6985
NOVA1	0.495666666666667
FZD3	-0.1351
AKAP8	-0.2295
SOCS5	-0.42125
CFDP1	-0.32525
DLG5	1.6305
PGM5	-0.4305
C1orf144	0.0813333333333333
HDAC10	-1.5635
RND2	-1.09
C20orf199	-0.8875
RNMT	-0.69425
SLURP1	0.2225
ASTN1	-0.71075
SH3BGR	1.158
MYCL1	-0.98225
ZHX1	0.485333333333333
CENPK	-2.22925
FOSB	0.4677
LOC643406	0.1315
C2orf59	-1.0285
TMEM135	-1.52475
SLC27A2	3.54125
KRT33A	3.059
OVOL1	0.831
PAMCI	-3.4675
S100A7	-0.5855
ZNF789	-1.007
HARS2	0.58775
RPL23A	0.098
TCF23	0.01725
UPF3B	-1.3985
C17orf78	-1.0115
HLA-DOB	0.414166666666667
C14orf142	0.474
TEKT5	0.0663333333333333
DMWD	0.22
POLD1	-0.5975
GSCL	0.427
CALD1	-1.0483
SCRT1	0.537666666666667
AIG1	1.0705
UNC84B	-0.0445
ZNF404	-2.4955
TMED6	-3.11125
KIAA1462	-0.158
LRRC27	2.67033333333333
PYGO1	0.429
PIGU	-0.741666666666667
ALAS2	-3.453
WRNIP1	0.4955
CNNM3	0.6425
ZNF2	1.0095
ST3GAL5	-1.79258333333333
MRPL23	-0.107
TSSK6	-0.256
PSMA6	-0.2175
C16orf70	-0.37025
KIAA1602	-0.30825
ALMS1	0.143833333333333
DCN	1.46075
TMEM132D	-0.6475
SUCLG2	0.41425
ABHD14A	0.471
DEXI	0.179166666666667
AMPD2	-1.25883333333333
IFNAR2	-0.281833333333333
CYB5A	2.2833
TLOC1	0.41025
NXF5	-1.45583333333333
NRBF2	0.302625
KCTD3	1.9335
ITGAE	-0.930833333333333
SLC30A3	-2.463
ZRF1	-0.7155
IFRD2	-0.167125
XAB1	-0.59675
PYCR2	-0.537166666666667
SERPINB3	-3.723
TMLHE	-0.2182
GEFT	-1.413
ABCA5	0.07925
EMR4	0.406166666666667
TSFM	0.40125
HIST3H2BB	0.11375
ARHGEF19	0.67475
TSPAN17	-0.0246666666666667
ABCC8	3.797
MAP1S	0.467
C22orf36	-0.50725
BNC2	-1.59435714285714
HIST1H4A	-0.67475
NDUFS3	0.245333333333333
WDR3	-0.5185
XKR4	-0.2175
TTC33	-0.301785714285714
STMN2	1.009
CPN2	-0.851333333333333
HSPC105	-0.596375
PCOLCE2	-6.09875
C3orf55	-0.2405
KLHDC9	2.90866666666667
TBC1D23	0.031625
ATXN2L	-0.84175
MAP2K3	-0.38325
SCAP	0.376
ZNF486	0.352166666666667
C20orf96	1.27725
NARS	1.03325
ADAMTSL1	-0.941357142857143
PRCC	0.605
CCDC126	1.32641666666667
ZNF675	-0.59825
CALCOCO1	0.48875
ANKRD43	-1.23575
CWF19L2	-0.650333333333333
ZBTB32	0.686
BRAF	0.433
ODF4	0.48625
MGC14376	-0.308
HORMAD1	-2.9828
AAK1	-0.597416666666667
PEBP1	1.03158333333333
TNFSF5IP1	0.372166666666667
DKFZp564N2472	0.4385
RMND1	2.21775
IGKV1-5	4.29625
COL1A2	1.3105
SERPINA5	-1.189125
AANAT	0.7825
C19orf21	-0.00133333333333333
GEMIN5	0.1805
UBR4	-0.179
LTBP3	-0.00433333333333334
AMHR2	-2.69783333333333
PROCR	-1.909
MYBBP1A	0.271
C20orf39	-0.1935
ZNF697	-0.67275
PASK	-0.0346
ZNF776	1.5085
RFXDC2	0.087125
KIAA0467	-0.3165
C10orf96	-2.0285
ZNF503	1.4355
GULP1	-2.062
KCNE4	-0.773666666666667
DKFZp434K191	-1.991875
LOC196913	-0.4315
BHLHB4	1.285
CH25H	-0.466
LOC81691	-0.879333333333333
ALPL	0.254142857142857
COL12A1	2.757
FOLR3	-2.23066666666667
GPR123	0.235125
TRIM62	-0.0827857142857143
ABLIM1	-0.128833333333333
MAST3	-0.44625
RHBDD1	0.226666666666667
LOC338809	0.526
RYBP	1.67475
TTC26	-0.03925
ZNF22	0.9645
ISCA2	-0.1575
RDM1	-2.287
PIGM	0.741
GNB3	-1.158
ACTR2	-0.2025
HMGB1	0.1703
EDG1	1.99683333333333
SOAT2	-3.06225
OR10AD1	0.1915
RAP1GDS1	0.459416666666667
LCE1F	0.1565
ESM1	0.29575
RCN3	2.09275
CREBL1	-0.4055
DBNL	-0.492
PTGER3	2.78275
USP30	0.833333333333333
BCL2L12	0.532
KIF26B	1.86625
ZNF416	2.04275
ZNF225	-0.206
C17orf70	1.3925
ZNF554	1.31275
RAE1	-1.34933333333333
TNIK	-0.608166666666667
ACTN3	-0.316
MGC45922	1.107
CCNA1	-1.438
RYK	-0.0218333333333333
IL26	0.198
LRP3	0.773666666666667
QARS	-0.146
SOX7	0.536357142857143
BID	-0.99425
OR2S2	-0.4775
CXCL14	5.443
C11orf47	-0.3355
MGC29891	0.271666666666667
HSPB8	3.9564
PRDM14	-1.353
NUFIP2	0.31875
MNAT1	-0.4415
ZDHHC2	-0.8245
MBNL2	-0.145375
ADD3	-1.70875
CSNK2A1P	-0.441
KLK6	-1.35
TMEM111	0.4602
KIAA1279	0.5235
NUBP2	0.508166666666667
RAB42	-1.374
ID3	-0.6534
TM9SF1	0.607
MDP-1	-0.154
POU4F2	0.4195
IQCK	1.121
C16orf14	0.023
CAPN3	-1.77075
FAM43B	-0.0015
RECQL	-0.89875
AP1G1	0.337214285714286
CTNNBL1	0.233333333333333
ECHDC1	-0.415166666666667
SMARCC1	0.4815
FOXQ1	-1.87875
GNAI3	-0.266333333333333
POLG2	-1.2345
CD4	0.986125
ITLN1	-0.38425
EBI2	1.92275
IRF1	0.99
PTPRE	0.5612
PTK2B	-0.61025
NXNL2	1.108
SOX4	0.572222222222222
TSPAN3	1.616
SH2D1A	-3.38783333333333
C8orf58	-1.325
USP20	-0.26175
DUSP22	-0.969166666666667
CALB1	-1.9835
L3MBTL2	0.6025
MCRS1	0.404
TMEM118	-1.8185
C18orf8	0.769833333333333
FLJ10241	-0.385125
GJA12	0.6625
PKD1	-0.636
ZFP3	0.92
JAM3	-1.646625
LAPTM4A	1.1819
DIRC2	-0.1945
KIAA2022	0.0936666666666667
MYOM1	0.548333333333333
TRPM8	-2.06133333333333
MOP-1	1.3285
PHKG2	0.215
ZNF650	0.824625
KIAA1522	0.981375
PSG8	-1.32383333333333
DDX19B	-0.221
MOBKL1B	-0.42125
DIAPH2	-1.135
PTPN12	-0.39725
CLN8	-1.257
CRYZL1	-0.783333333333333
CRY2	0.43125
FCGR2B	3.75383333333333
PNPLA4	2.043375
ZNF454	0.0695
DKFZp434B1231	-0.2125
CLDN11	0.3706
RFWD2	0.273666666666667
CIB2	1.63566666666667
MXRA8	3.254875
HRK	0.10425
MAML2	-1.18225
C4orf31	-2.17275
C6orf192	-1.40225
COG6	0.616375
FAM5B	0.26725
NFATC1	1.913
SEPT10	-0.37175
SCYL1	-0.2533
RPP40	-0.60275
SCOC	0.2025
KIAA1450	-0.38425
CTDSPL2	-0.06925
TBX5	1.154
NAPG	-0.19325
RHD	-4.00375
C14orf45	1.02183333333333
ZBTB22	1.26
PLCG1	0.2005
ANKRD10	-1.2265
AQP7P2	-0.69225
TAGLN2	-0.179
HTR2C	1.83683333333333
SLC16A7	-2.6565
C17orf83	-0.07625
TSGA14	-0.147833333333333
MDH1	-0.58975
PPP3R2	0.0283333333333333
DCBLD2	-2.37614285714286
RBM33	-0.129375
DPH3	-1.6625
SYT10	-1.58333333333333
FMO4	1.99525
THYN1	-0.91675
DRD5	-2.4805
OTOR	1.251375
PGRMC2	0.5869
KATNAL1	-0.703125
PAQR6	-0.35525
UBE2I	-0.16575
C14orf28	0.38275
C8orf70	0.52725
FLYWCH1	-0.59975
ANGPTL3	-0.60325
GLRX2	-0.143
ATP11A	-1.07807142857143
ARL5B	-0.158375
MUC16	-1.567
SLC25A5	-0.837214285714286
ACRC	-1.7385
MYO1C	-0.363375
FAM89B	0.4065
FAS	-0.643875
KIFAP3	1.17925
GLRA2	-0.0145
BTN3A2	0.3351
CNKSR3	-0.926375
CSTF3	-0.595333333333333
ARPM1	0.281
KIAA1530	-0.8035
C9orf150	2.11783333333333
PRKCI	0.40875
tcag7.1015	-1.00425
SOD3	-1.4175
ZNF574	0.6455
CYP21A2	0.61325
RPL12	0.7405
COMMD2	-0.4085
WIZ	0.631
LOC344405	-1.0585
ALDH4A1	-0.537705882352941
CRYAB	0.949
COPA	0.598
PCDHGA7	0.691333333333333
KIF11	-1.44866666666667
RASD2	-0.152125
SLC26A3	-0.093
ZNF175	0.8435
JAKMIP2	-2.4945
C8orf4	0.836833333333333
PTHLH	-0.75675
SLC40A1	0.21875
OR7D4	-0.0371666666666667
PCDHB17	0.00600000000000001
CD36	0.768857142857143
C6orf203	0.5031
PRKG2	0.964
LOC400566	2.003
ANAPC13	0.722
SLCO3A1	-0.92825
ZNF692	-1.434
FANCL	-1.008
SH3GLB1	0.09525
C12orf61	0.7315
KBTBD6	1.19475
SUPT5H	-0.157875
XRCC6	-0.9147
HUS1B	-0.7944
FAM133B	-0.296357142857143
LOC728276	0.094
KCTD18	0.542
SOS2	1.25033333333333
CCDC99	-1.341
C1QTNF5	3.381
NNAT	-0.1345
USP16	0.21025
LARS	-0.388625
ZBTB2	0.336
ABO	0.1115
TRAF3	-0.6525
GALNT5	-2.8605
NAP5	0.072625
ALG14	0.514
KIAA0515	-0.120653846153846
WDR75	-0.810166666666667
TEX261	-0.42625
LY86	0.2165
LOC389072	-1.476
FLJ13611	-0.2225
MRGPRX2	0.3175
SNRPA	-0.493125
OR2G2	0.0645
GPRASP2	0.10975
C7orf42	0.2694
C9orf163	-0.047
CYP11B2	0.2805
FCRL3	0.4685
PRDX1	0.2745
FGB	-6.19783333333333
COX17	0.245333333333333
C16orf33	-0.3195
PIWIL1	0.38
FOLR1	-2.99416666666667
KIAA0082	0.1645
FREQ	-1.20883333333333
TMCC2	-0.850833333333333
TCF12	-0.393
ZNF721	-0.34225
FAM130A2	0.3105
POU4F1	-2.075
SNRPF	-0.7345
SGIP1	0.4515
ZNF641	1.08733333333333
EMG1	-0.1225
PRRG4	1.226
HIRA	-3.2005
MYNN	0.450666666666667
AEBP2	-0.353916666666667
TBXA2R	0.570333333333333
ISL2	-0.437666666666667
PCDHB11	-0.6215
RNF144A	-1.6645
MARCH5	0.27225
DULLARD	0.1705
DCLRE1B	-0.965833333333333
ITGA8	0.448
TP73	-0.390125
PRKCD	2.219
NDUFB4	-0.30975
ATP13A4	0.097375
ANTXR2	-1.4845
COL4A3	-1.3002
MYO10	-1.1113
SLC6A18	0.38575
PEX1	-0.1945
TMEM74	-1.13466666666667
RBM19	0.38625
TAPBP	0.6222
RUNX1	-0.251875
MID1	-2.16358333333333
GPR64	-1.4825
RASEF	4.47775
GABRG1	0.354125
MYO16	-0.6755
DBF4	-1.9385
TSHZ2	1.20075
RIPK2	-0.0505
PPTC7	0.141333333333333
KIF4B	-0.509
LRRC31	0.20025
ZNF540	0.29975
EFNB3	0.135666666666667
LOH12CR1	0.063125
STON2	-0.561833333333333
GLP1R	0.477
CSTF2T	0.52625
IREB2	-0.597625
GRSF1	0.1665
PDCD7	-0.426
LRRC43	-0.1835
CNR1	-0.414333333333333
IL1F7	-0.2935
C12orf64	-0.53675
FAM69B	-1.121
NR2E1	-1.91883333333333
MS4A6A	1.6412
FTL	-0.0024
C7orf36	0.245
PCLO	1.4793
DYRK2	0.352416666666667
ARIH2	-0.04575
SAMD7	0.5345
SCNN1D	-0.8605
SLC32A1	-0.933
C22orf25	-0.394333333333333
MRPS18A	0.0254
GPR112	0.24
EARS2	-0.2515
ERN2	0.635
ATPBD3	1.16283333333333
PRH2	0.257
CDKN2D	-0.683
PGLYRP2	1.62425
TRIM40	0.48625
SEC14L3	0.2538
SLC22A1	-0.21125
BTN2A3	-0.128
RASA4	0.622
CCNL2	-0.954916666666667
MYBPC3	0.75
GJA4	3.79525
CDC42SE1	1.9895
TRPV2	-1.89825
MYPN	-3.4408
SIM1	0.0225
CDADC1	0.671916666666667
ZFHX4	-0.4215
NIBP	1.15633333333333
ADAMTS19	0.56925
ABTB2	-1.6475
TSPYL2	-1.043375
EIF2S3	-0.0208
SOX30	1.40875
AP2A1	0.634833333333333
DKFZP564O0523	0.385166666666667
LOC285398	0.0235
CDH18	-4.96025
CHL1	2.92775
GATS	0.3316
TBC1D2B	0.2865
OR1J1	-0.109
GSN	0.336666666666667
DPCR1	-0.075875
GARNL4	-0.394
SMARCA5	-0.0555
PLEKHG3	0.1455
ZBTB45	0.5775
FRMD6	0.737666666666667
PLS1	-0.945
DGKZ	0.171833333333333
EFNA1	1.8053
WDR85	-0.666125
ANK2	-0.484
PAGE4	-1.198
SENP6	0.657666666666667
AKR7A2	0.130833333333333
FKBP10	-1.322
VEGFC	-1.36016666666667
LARP1	-0.0760625
SRBD1	0.20475
ITGB6	0.00374999999999999
SLC1A2	0.780571428571429
INVS	-0.725
MPO	0.1795
MOBKL3	-0.2418
CUTL2	-0.99825
KLK2	0.439833333333333
VIM	-2.1835
REG1B	-0.0533333333333333
PCDHGC4	0.46875
C3orf34	-0.112166666666667
SUMO3	-0.375
CST9L	5.8205
MLL4	-0.53825
SPR	1.32116666666667
SAMD9L	0.09
ABCE1	0.02575
SUPT3H	-0.0711666666666667
ACTBL1	-1.28025
ADAMTS4	0.109666666666667
SLIT3	2.66875
RHEBL1	-0.92525
NPM2	-2.2545
MAN1C1	-0.392375
KIAA1856	0.679833333333333
HSPA6	1.65425
LOC388152	1.0115
C10orf140	2.273
ZDHHC12	0.109
LIN7A	-1.9658
PHC2	0.0895833333333333
SPHK1	-1.12275
TRIM26	0.578375
FAM83E	1.8515
